state,county,total_population,num_icu_be,bed_utiliz,potential,pco60,cases,deaths,deaths_per_capita,deaths_per_case,cases_per_capita
Kansas,Crawford,39099,12,0.3739726,57,0.016956955,7,1,2.56E-05,0.142857143,0.000179033
Kansas,Douglas,117806,10,0.4569614,38,0.015661342,49,0,0,0,0.000415938
Kansas,Ellis,28877,34,0.3701572,45,0.006025557,8,0,0,0,0.000277037
Kansas,Finney,37097,8,0.4137291,10,0.018707712,202,1,2.70E-05,0.004950495,0.005445184
Kansas,Ford,34658,10,0.1886301,39,0.014715217,516,0,0,0,0.014888337
Kansas,Franklin,25599,5,0.2388298,0,0.043712645,12,0,0,0,0.000468768
Kansas,Geary,35796,6,0.1604138,43,0.01846575,11,0,0,0,0.000307297
Kansas,Harvey,34683,6,0.3337653,29,0.041432402,6,0,0,0,0.000172995
Kansas,Johnson,578797,97,2.8219308,355,0.001727721,440,39,6.74E-05,0.088636364,0.000760197
Kansas,Labette,20553,5,0.3201357,53,0.049871065,21,0,0,0,0.001021749
Kansas,Leavenworth,79359,10,0.8448734,54,0.018977054,184,4,5.04E-05,0.02173913,0.002318578
Kansas,Lyon,33302,6,0.8581865,4,0.032070146,177,1,3.00E-05,0.005649718,0.005314996
Kansas,McPherson,28792,7,0.196742,12,0.037406224,20,0,0,0,0.000694637
Kansas,Mitchell,6230,4,1,19,0.071268058,2,0,0,0,0.000321027
Kansas,Montgomery,33463,7,0.2274556,0,0.037205271,16,2,5.98E-05,0.125,0.00047814
Kansas,Neosho,16209,5,0.6636364,3,0.049848849,2,0,0,0,0.000123388
Kansas,Pratt,9670,6,0.3513111,0,0.043329886,1,0,0,0,0.000103413
Kansas,Reno,63360,18,0.3343544,72,0.012547348,27,0,0,0,0.000426136
Kansas,Riley,75696,8,0.3848678,64,0.014003382,45,0,0,0,0.000594483
Kansas,Saline,55334,18,0.5208791,199,0.012469729,19,2,3.61E-05,0.105263158,0.000343369
Kansas,Sedgwick,510484,147,2.0938269,1102,0.000809036,339,6,1.18E-05,0.017699115,0.000664076
Kansas,Seward,22948,8,0.2837739,-2,0.018040788,349,0,0,0,0.015208297
Kansas,Shawnee,178392,36,0.641569,147,0.004473295,106,5,2.80E-05,0.047169811,0.000594197
Kansas,Wyandotte,163227,129,1.2515839,257,0.00117015,573,53,0.000324701,0.092495637,0.003510449
Kentucky,Barren,43418,10,0.4617707,72,0.022870699,15,0,0,0,0.000345479
Kentucky,Boone,127682,18,0.725647,35,0.009954418,116,2,1.57E-05,0.017241379,0.000908507
Kentucky,Bourbon,20017,4,0.2986301,24,0.061797472,8,1,5.00E-05,0.125,0.00039966
Kentucky,Boyd,48486,38,0.3788311,16,0.005197377,33,3,6.19E-05,0.090909091,0.000680609
Kentucky,Boyle,29773,22,0.3957937,27,0.01118463,18,0,0,0,0.000604575
Kentucky,Breathitt,13276,4,0.3097009,6,0.055589033,3,0,0,0,0.000225972
Kentucky,Calloway,38616,10,0.4630967,53,0.021364201,31,1,2.59E-05,0.032258065,0.000802776
Kentucky,Campbell,91804,21,0.6682375,155,0.009988672,81,7,7.62E-05,0.086419753,0.000882314
Kentucky,Christian,72438,18,0.3550943,61,0.008669483,86,3,4.14E-05,0.034883721,0.001187222
Kentucky,Clark,35757,8,0.4496195,0,0.029896244,19,0,0,0,0.000531364
Kentucky,Clay,20866,6,0.2963377,0,0.033068149,1,0,0,0,4.79E-05
Kentucky,Daviess,99258,32,0.3926663,20,0.00697173,161,6,6.04E-05,0.037267081,0.001622036
Kentucky,Fayette,315109,248,2.5292621,235,0.000672783,239,9,2.86E-05,0.037656904,0.000758468
Kentucky,Fleming,14515,3,0.1135933,0,0.07688598,2,0,0,0,0.000137788
Kentucky,Floyd,37447,16,0.5675763,0,0.014740834,10,0,0,0,0.000267044
Kentucky,Franklin,49969,10,0.5744449,57,0.024014889,16,0,0,0,0.000320199
Kentucky,Graves,37259,8,0.4500937,12,0.030006173,119,11,0.000295231,0.092436975,0.003193859
Kentucky,Grayson,26129,6,0.3184657,0,0.03869264,60,1,3.83E-05,0.016666667,0.002296299
Kentucky,Hardin,107699,10,0.5018671,30,0.009043724,37,0,0,0,0.00034355
Kentucky,Harrison,18630,6,0.1754323,0,0.039076758,18,0,0,0,0.000966184
Kentucky,Henderson,46252,12,0.3231484,74,0.019588342,58,1,2.16E-05,0.017241379,0.001254
Kentucky,Hopkins,45985,19,0.5615097,0,0.012634555,187,21,0.000456671,0.112299465,0.004066543
Kentucky,Jefferson,764378,355,3.4412258,856,0.000578248,1140,83,0.000108585,0.072807018,0.001491409
Kentucky,Johnson,23064,6,0.2804795,0,0.039325356,2,0,0,0,8.67E-05
Kentucky,Kenton,163987,46,0.7270471,0,0.003530768,230,16,9.76E-05,0.069565217,0.00140255
Kentucky,Knox,31424,6,0.3419178,0,0.057185591,6,0,0,0,0.000190937
Kentucky,Laurel,59901,14,0.6349444,44,0.015508923,14,2,3.34E-05,0.142857143,0.000233719
Kentucky,Lawrence,15844,6,0.2038356,25,0.03875284,1,0,0,0,6.31E-05
Kentucky,Letcher,23011,6,0.4303196,0,0.039807049,2,0,0,0,8.69E-05
Kentucky,Logan,26847,6,0.1053516,0,0.038849778,8,0,0,0,0.000297985
Kentucky,Madison,88376,12,0.914484,45,0.015230379,29,1,1.13E-05,0.034482759,0.000328143
Kentucky,Marion,19335,6,0.09915199,12,0.03542798,16,0,0,0,0.000827515
Kentucky,Marshall,31177,4,0.3216438,0,0.071591237,33,0,0,0,0.001058473
Kentucky,Mason,17167,5,0.1674795,0,0.047067047,6,0,0,0,0.000349508
Kentucky,McCracken,65285,34,0.8122128,196,0.004396109,44,2,3.06E-05,0.045454545,0.000673968
Kentucky,Mercer,21378,4,0.3241644,0,0.062728038,11,0,0,0,0.000514548
Kentucky,Montgomery,27550,4,0.4095238,0,0.053103448,10,0,0,0,0.000362976
Kentucky,Muhlenberg,31153,6,0.2730982,43,0.041215934,111,4,0.000128399,0.036036036,0.00356306
Kentucky,Nelson,45131,4,0.4471918,0,0.050253706,19,0,0,0,0.000420997
Kentucky,Ohio,24062,4,0.3768767,0,0.060510348,40,0,0,0,0.001662372
Kentucky,Oldham,64633,8,0.2137595,30,0.021769065,27,0,0,0,0.000417743
Kentucky,Perry,27329,32,0.6616498,129,0.007025504,6,0,0,0,0.000219547
Kentucky,Pike,61586,76,1.0880126,57,0.003052642,9,2,3.25E-05,0.222222222,0.000146137
Kentucky,Pulaski,63974,38,0.4582489,53,0.006518273,41,2,3.13E-05,0.048780488,0.000640885
Kentucky,Rowan,24392,14,0.4442448,59,0.018079698,2,0,0,0,8.20E-05
Kentucky,Russell,17731,2,0.3236164,0,0.131972252,16,2,0.000112797,0.125,0.000902374
Kentucky,Scott,52322,6,0.2040548,0,0.026872061,28,0,0,0,0.000535148
Kentucky,Shelby,45831,4,0.09643836,40,0.051406253,28,3,6.55E-05,0.107142857,0.00061094
Kentucky,Taylor,25406,8,0.2852359,0,0.028969535,6,0,0,0,0.000236165
Kentucky,Warren,123824,32,1.0789312,78,0.003335379,234,0,0,0,0.001889779
Louisiana,Acadia,62607,4,0.1834442,0,0.048477007,130,9,0.000143754,0.069230769,0.002076445
Louisiana,Allen,25667,3,0.1615879,11,0.063856314,87,9,0.000350645,0.103448276,0.003389566
Louisiana,Avoyelles,41095,2,0.1717081,2,0.110670398,69,7,0.000170337,0.101449275,0.001679036
Louisiana,Beauregard,36598,6,0.4309757,0,0.035466419,36,3,8.20E-05,0.083333333,0.00098366
Louisiana,Caddo,251069,94,1.1240577,175,0.002035297,1470,93,0.000370416,0.063265306,0.005854964
Louisiana,Calcasieu,198753,75,1.7211535,181,0.002636438,369,27,0.000135847,0.073170732,0.001856576
Louisiana,Claiborne,16296,4,0.3663088,10,0.060751105,52,6,0.000368189,0.115384615,0.003190967
Louisiana,Concordia,20211,5,0.449425,0,0.045024986,31,3,0.000148434,0.096774194,0.001533818
Louisiana,East Baton Rouge,446167,99,2.5240173,358,0.001465819,1771,124,0.000277923,0.07001694,0.003969366
Louisiana,Evangeline,33750,24,0.42551753,62,0.008562963,45,0,0,0,0.001333333
Louisiana,Franklin,20388,6,0.2360888,8,0.03820875,119,2,9.81E-05,0.016806723,0.005836767
Louisiana,Iberia,73346,11,0.3944246,13,0.018187768,245,17,0.000231778,0.069387755,0.003340332
Louisiana,Jefferson,437038,157,2.3708498,261,0.001027371,6104,331,0.000757371,0.054226737,0.013966749
Louisiana,Jefferson Davis,31405,5,0.5013698,0,0.044196784,61,6,0.000191052,0.098360656,0.001942366
Louisiana,Lafayette,238230,74,2.1007884,22,0.002182765,443,18,7.56E-05,0.040632054,0.001859547
Louisiana,Lafourche,98112,21,1.0584527,62,0.009519733,632,39,0.000397505,0.061708861,0.006441618
Louisiana,Lincoln,47536,17,0.3090481,8,0.010307977,79,4,8.41E-05,0.050632911,0.001661898
Louisiana,Morehouse,26290,6,0.228451,10,0.020045645,48,4,0.000152149,0.083333333,0.001825789
Louisiana,Natchitoches,39051,8,0.2484018,15,0.026503803,77,2,5.12E-05,0.025974026,0.00197178
Louisiana,Orleans,388182,62,1.3723585,282,0.001731147,6365,406,0.001045901,0.063786332,0.016396948
Louisiana,Ouachita,156433,88,1.6202347,215,0.00221181,645,16,0.00010228,0.024806202,0.004123171
Louisiana,Rapides,132080,26,0.5683145,17,0.008101151,249,9,6.81E-05,0.036144578,0.001885221
Louisiana,Richland,20619,2,0.2420332,0,0.10839517,52,0,0,0,0.002521946
Louisiana,St. Bernard,45067,8,0.3859589,0,0.018772051,449,15,0.000332838,0.033407572,0.009962944
Louisiana,St. Charles,52728,8,0.2132771,20,0.021942801,549,36,0.000682749,0.06557377,0.010411925
Louisiana,St. Landry,83580,22,0.3512111,46,0.013184972,167,35,0.00041876,0.209580838,0.001998086
Louisiana,St. Mary,52578,15,0.4888476,34,0.014169424,181,20,0.000380387,0.110497238,0.003442504
Louisiana,St. Tammany,249201,207,1.8823322,62,0.001484745,1172,100,0.000401282,0.085324232,0.004703031
Louisiana,Tangipahoa,128850,64,0.6332935,0,0.003003492,535,21,0.00016298,0.039252336,0.004152115
Louisiana,Terrebonne,113067,26,0.823357,223,0.007208116,375,26,0.000229952,0.069333333,0.003316618
Louisiana,Vermilion,59841,6,0.3305728,16,0.032252135,35,1,1.67E-05,0.028571429,0.000584883
Louisiana,Vernon,51906,7,0.3898026,8,0.021442608,16,2,3.85E-05,0.125,0.00030825
Louisiana,Washington,46449,13,0.5487456,56,0.019031626,253,18,0.000387522,0.071146245,0.005446834
Louisiana,Webster,40043,16,0.3799764,48,0.015633194,83,4,9.99E-05,0.048192771,0.002072772
Louisiana,Winn,14631,5,0.1431527,14,0.045861527,22,2,0.000136696,0.090909091,0.001503657
Maine,Androscoggin,107317,34,0.9131075,122,0.004193185,42,2,1.86E-05,0.047619048,0.000391364
Maine,Aroostook,68840,12,0.9965477,56,0.024753051,4,0,0,0,5.81E-05
Maine,Cumberland,289173,50,1.787408,189,0.00326794,459,24,8.30E-05,0.052287582,0.001587285
Maine,Franklin,30177,5,0.3854452,17,0.056798224,27,1,3.31E-05,0.037037037,0.000894721
Maine,Hancock,54468,6,0.4318493,16,0.051828597,9,0,0,0,0.000165235
Maine,Kennebec,121289,16,0.8121058,115,0.016151506,102,6,4.95E-05,0.058823529,0.000840967
Maine,Knox,39700,8,0.5649586,28,0.038639798,14,0,0,0,0.000352645
Maine,Lincoln,34021,4,0.4978371,0,0.087975074,12,0,0,0,0.000352723
Maine,Oxford,57230,4,0.457863,25,0.046671326,15,0,0,0,0.0002621
Maine,Penobscot,152284,51,1.3244388,111,0.004682041,55,0,0,0,0.000361167
Maine,Somerset,50994,4,0.5083836,0,0.067203985,17,0,0,0,0.000333373
Maine,Waldo,39280,4,0.6439452,0,0.070621181,48,11,0.000280041,0.229166667,0.001221996
Maine,York,201454,14,1.0173053,23,0.018629563,196,7,3.47E-05,0.035714286,0.000972927
Maryland,Allegany,72591,14,0.6803014,0,0.016820267,114,4,5.51E-05,0.035087719,0.001570443
Maryland,Anne Arundel,564600,50,1.47134,190,0.003712363,1544,66,0.000116897,0.042746114,0.002734679
Maryland,Calvert,90824,4,0.7468573,33,0.049964767,138,7,7.71E-05,0.050724638,0.001519422
Maryland,Carroll,167319,12,0.7480527,-7,0.02195208,403,37,0.000221134,0.091811414,0.002408573
Maryland,Cecil,102416,5,0.5511701,0,0.041145915,163,5,4.88E-05,0.030674847,0.001591548
Maryland,Charles,156021,10,0.7173889,11,0.01670288,529,36,0.000230738,0.06805293,0.003390569
Maryland,Frederick,246105,18,0.7186272,-24,0.010584913,865,42,0.000170659,0.048554913,0.00351476
Maryland,Garrett,29516,2,0.5997971,0,0.143007183,4,0,0,0,0.00013552
Maryland,Harford,250132,19,1.4471806,26,0.011214079,352,4,1.60E-05,0.011363636,0.001407257
Maryland,Howard,312495,16,0.6613922,22,0.011459383,778,16,5.12E-05,0.020565553,0.00248964
Maryland,Kent,19666,6,0.3729941,5,0.052730601,70,4,0.000203397,0.057142857,0.003559443
Maryland,Montgomery,1039198,143,4.0576278,284,0.001343344,3843,190,0.000182833,0.049440541,0.003698044
Maryland,Prince George's,905161,78,2.8825956,164,0.001978654,5263,187,0.000206593,0.035531066,0.005814435
Maryland,St. Mary's,110979,12,0.6773402,13,0.014254949,144,6,5.41E-05,0.041666667,0.001297543
Maryland,Talbot,37461,16,0.6129038,72,0.021462321,34,1,2.67E-05,0.029411765,0.000907611
Maryland,Washington,149546,17,0.7201596,22,0.004620652,181,3,2.01E-05,0.016574586,0.00121033
Maryland,Wicomico,102014,24,0.6043569,1,0.008694885,336,5,4.90E-05,0.014880952,0.003293666
Maryland,Worcester,51559,6,0.5972032,13,0.057080238,53,0,0,0,0.001027949
Massachusetts,Barnstable,213900,21,1.3897053,13,0.011093969,798,39,0.000182328,0.04887218,0.003730715
Massachusetts,Berkshire,127751,24,1.0819285,78,0.012179944,428,31,0.00024266,0.072429907,0.003350267
Massachusetts,Bristol,557016,96,2.285655,69,0.002321298,3068,137,0.000245953,0.044654498,0.005507921
Massachusetts,Essex,775860,98,2.8376294,22,0.002281339,7708,359,0.000462712,0.046574987,0.009934782
Massachusetts,Franklin,70926,6,0.5410189,0,0.04647097,231,33,0.000465274,0.142857143,0.003256916
Massachusetts,Hampden,469188,83,2.7021259,96,0.001854267,3381,337,0.000718262,0.099674652,0.007206067
Massachusetts,Hampshire,161197,11,0.5346645,22,0.019708804,443,26,0.000161293,0.058690745,0.00274819
Massachusetts,Middlesex,1582857,206,6.1733887,-129,0.00093565,12953,700,0.000442238,0.054041535,0.008183304
Massachusetts,Norfolk,694389,59,2.4154645,30,0.003787502,5398,429,0.000617809,0.079473879,0.007773741
Massachusetts,Plymouth,509114,47,2.0798307,41,0.005010666,4607,240,0.000471407,0.052094639,0.009049054
Massachusetts,Suffolk,780685,453,5.7523416,341,0.00035994,11883,448,0.000573855,0.037700917,0.015221248
Massachusetts,Worcester,818249,119,2.8332018,191,0.001229455,4744,215,0.000262756,0.045320405,0.005797746
Michigan,Alpena,28730,9,0.3257277,-4,0.032962061,60,2,6.96E-05,0.033333333,0.002088409
Michigan,Arenac,15238,5,0.1195616,0,0.064837905,15,1,6.56E-05,0.066666667,0.000984381
Michigan,Bay,105350,32,0.5818735,59,0.00809682,122,3,2.85E-05,0.024590164,0.001158045
Michigan,Berrien,154948,20,0.4877854,19,0.012604229,217,14,9.04E-05,0.064516129,0.00140047
Michigan,Branch,43543,10,0.3593135,-16,0.023838504,50,2,4.59E-05,0.04,0.00114829
Michigan,Calhoun,134327,32,1.0161249,36,0.007265851,203,11,8.19E-05,0.054187192,0.001511238
Michigan,Chippewa,38023,6,0.5048923,33,0.037950714,2,0,0,0,5.26E-05
Michigan,Clinton,77321,2,0.2830685,0,0.109530399,112,9,0.000116398,0.080357143,0.001448507
Michigan,Crawford,13821,6,0.3688566,22,0.053469358,50,3,0.000217061,0.06,0.003617683
Michigan,Delta,36395,9,0.4553425,0,0.033548564,13,2,5.50E-05,0.153846154,0.000357192
Michigan,Dickinson,25694,6,0.5152792,10,0.048415973,3,2,7.78E-05,0.666666667,0.000116759
Michigan,Emmet,32978,18,0.5016629,15,0.004851719,21,2,6.06E-05,0.095238095,0.000636788
Michigan,Genesee,410881,109,2.0858688,104,0.001501651,1483,165,0.000401576,0.111260958,0.003609318
Michigan,Gogebic,15577,5,0.3592329,0,0.064389805,4,1,6.42E-05,0.25,0.000256789
Michigan,Grand Traverse,91222,20,0.5914526,16,0.012606608,19,5,5.48E-05,0.263157895,0.000208283
Michigan,Hillsdale,45909,4,0.2765878,21,0.063168442,114,16,0.000348516,0.140350877,0.002483173
Michigan,Houghton,36333,5,0.3576986,0,0.044697658,2,0,0,0,5.50E-05
Michigan,Huron,31750,4,0.1685876,0,0.080062992,13,0,0,0,0.000409449
Michigan,Ingham,286185,115,1.194462,40,0.000821147,413,10,3.49E-05,0.024213075,0.001443122
Michigan,Ionia,64147,2,0.2875467,0,0.100363228,47,2,3.12E-05,0.042553191,0.000732692
Michigan,Iosco,25317,4,0.1992422,0,0.092981001,41,4,0.000157997,0.097560976,0.001619465
Michigan,Isabella,70572,8,0.2722561,35,0.020659752,57,7,9.92E-05,0.122807018,0.000807686
Michigan,Jackson,158989,34,0.6629874,12,0.004453138,341,18,0.000113215,0.052785924,0.002144802
Michigan,Kalamazoo,259830,70,1.2023155,85,0.005823038,300,12,4.62E-05,0.04,0.001154601
Michigan,Kent,636376,142,1.8856736,-242,0.001213119,1100,34,5.34E-05,0.030909091,0.001728538
Michigan,Lapeer,88205,10,0.352736,0,0.023649453,164,24,0.000272093,0.146341463,0.001859305
Michigan,Livingston,186946,8,0.5454603,93,0.027858312,319,14,7.49E-05,0.043887147,0.001706375
Michigan,Macomb,864019,122,1.8984221,-12,0.001830978,5245,527,0.00060994,0.100476644,0.006070468
Michigan,Marquette,67145,26,0.4181246,26,0.008176335,42,7,0.000104252,0.166666667,0.000625512
Michigan,Mason,28800,6,0.398965,4,0.050208333,5,0,0,0,0.000173611
Michigan,Mecosta,43181,4,0.3459323,20,0.059563234,14,1,2.32E-05,0.071428571,0.000324217
Michigan,Midland,83489,26,0.4959073,0,0.008863443,56,3,3.59E-05,0.053571429,0.000670747
Michigan,Montcalm,62956,12,0.5627094,13,0.018933859,32,1,1.59E-05,0.03125,0.000508292
Michigan,Muskegon,172707,44,0.5105078,-135,0.005946487,234,13,7.53E-05,0.055555556,0.001354896
Michigan,Newaygo,47899,9,0.4439452,0,0.028309568,14,0,0,0,0.000292282
Michigan,Oakland,1241860,369,5.53844087,540,0.000539513,6913,631,0.000508109,0.091277304,0.00556665
Michigan,Osceola,23221,4,0.1684384,0,0.067223634,8,0,0,0,0.000344516
Michigan,Otsego,24247,4,0.3559262,0,0.067595991,87,8,0.000329938,0.091954023,0.003588073
Michigan,Ottawa,280243,22,0.83523432,2,0.008831621,191,9,3.21E-05,0.047120419,0.000681551
Michigan,Saginaw,193803,46,1.3272785,-132,0.001836917,586,47,0.000242514,0.080204778,0.003023689
Michigan,Shiawassee,68617,7,0.4016784,-4,0.034073189,166,8,0.000116589,0.048192771,0.002419226
Michigan,St. Clair,159761,23,0.9997762,3,0.01059082,304,18,0.000112668,0.059210526,0.001902842
Michigan,St. Joseph,60890,4,0.1501712,12,0.029692889,29,1,1.64E-05,0.034482759,0.000476269
Michigan,Washtenaw,361509,46,1.8389375,138,0.001977821,1004,55,0.00015214,0.054780876,0.002777248
Michigan,Wayne,1763822,411,8.494207,904,0.000350942,15872,1622,0.000919594,0.10219254,0.00899864
Michigan,Wexford,32915,20,0.4896282,0,0.042017317,9,2,6.08E-05,0.222222222,0.000273432
Minnesota,Aitkin,15841,4,0.3822466,0,0.102076889,1,0,0,0,6.31E-05
Minnesota,Anoka,344861,35,0.7091011,80,0.005245592,168,5,1.45E-05,0.029761905,0.000487153
Minnesota,Becker,33552,8,0.4434551,51,0.034126133,2,0,0,0,5.96E-05
Minnesota,Beltrami,45847,10,0.5390488,29,0.020677471,6,0,0,0,0.00013087
Minnesota,Blue Earth,65767,29,0.6175539,105,0.006325361,30,0,0,0,0.000456156
Minnesota,Carlton,35408,2,0.2687123,0,0.038578852,52,0,0,0,0.001468595
Minnesota,Carver,98799,18,0.5043787,0,0.006255124,17,0,0,0,0.000172067
Minnesota,Chisago,54297,10,0.4464757,6,0.019909019,7,1,1.84E-05,0.142857143,0.000128921
Minnesota,Crow Wing,63505,16,0.8456745,52,0.017699394,20,0,0,0,0.000314936
Minnesota,Dakota,414655,12,0.6837139,0,0.015362169,144,7,1.69E-05,0.048611111,0.000347277
Minnesota,Douglas,36891,8,0.2963609,28,0.035970833,2,0,0,0,5.42E-05
Minnesota,Faribault,13966,4,0.3555936,19,0.074681369,4,0,0,0,0.00028641
Minnesota,Freeborn,30619,18,0.251624,0,0.015807179,33,0,0,0,0.001077762
Minnesota,Goodhue,46138,4,0.2567671,0,0.062963284,19,0,0,0,0.000411808
Minnesota,Hennepin,1224763,215,4.7571255,2020,0.000601749,1416,188,0.000153499,0.132768362,0.001156142
Minnesota,Kandiyohi,42577,8,0.414375,55,0.030673838,39,0,0,0,0.000915988
Minnesota,McLeod,35816,6,0.394744,17,0.03995421,4,0,0,0,0.000111682
Minnesota,Olmsted,151685,218,0.922526,944,0.000903188,246,6,3.96E-05,0.024390244,0.001621782
Minnesota,Otter Tail,57790,5,0.208527,28,0.060962104,8,0,0,0,0.000138432
Minnesota,Polk,31564,5,0.263927,19,0.047870992,24,0,0,0,0.00076036
Minnesota,Ramsey,537893,115,3.522961,437,0.001416639,297,22,4.09E-05,0.074074074,0.000552154
Minnesota,St. Louis,200294,78,2.733715,301,0.001402938,67,10,4.99E-05,0.149253731,0.000334508
Minnesota,Stearns,155300,42,0.681466,32,0.004739214,55,0,0,0,0.000354153
Minnesota,Todd,24423,3,0.444931,12,0.093600295,3,0,0,0,0.000122835
Minnesota,Washington,250979,31,1.034401,29,0.006323238,114,8,3.19E-05,0.070175439,0.000454221
Minnesota,Winona,50992,8,0.421035,0,0.026749294,66,14,0.000274553,0.212121212,0.001294321
Minnesota,Wright,131130,3,0.481315,14,0.056310532,34,1,7.63E-06,0.029411765,0.000259285
Mississippi,Adams,31583,15,0.312086,32,0.015831302,116,7,0.000221638,0.060344828,0.003672862
Mississippi,Alcorn,37242,24,0.516699,37,0.009532249,8,0,0,0,0.000214811
Mississippi,Bolivar,33121,8,0.193024,12,0.025240784,101,7,0.000211346,0.069306931,0.003049425
Mississippi,Clay,19990,6,0.337042,0,0.03941971,31,2,0.00010005,0.064516129,0.001550775
Mississippi,Coahoma,24296,10,0.148879,0,0.019756338,58,2,8.23E-05,0.034482759,0.002387224
Mississippi,DeSoto,173267,8,0.4888085,14,0.003895722,266,4,2.31E-05,0.015037594,0.001535203
Mississippi,Forrest,75835,40,0.719293,85,0.003810905,190,8,0.000105492,0.042105263,0.002505439
Mississippi,George,23545,6,0.193151,6,0.033807602,11,1,4.25E-05,0.090909091,0.00046719
Mississippi,Hancock,46277,6,0.190443,55,0.043001923,60,5,0.000108045,0.083333333,0.00129654
Mississippi,Harrison,200491,57,1.419359,227,0.003411624,159,6,2.99E-05,0.037735849,0.000793053
Mississippi,Hinds,243249,149,2.345447,324,0.000830425,421,7,2.88E-05,0.016627078,0.001730737
Mississippi,Jackson,141314,48,0.562252,0,0.004217558,240,6,4.25E-05,0.025,0.001698346
Mississippi,Jones,68328,14,0.363279,17,0.015528041,130,1,1.46E-05,0.007692308,0.001902588
Mississippi,Lafayette,52744,24,0.536727,48,0.006825421,88,3,5.69E-05,0.034090909,0.001668436
Mississippi,Lamar,60517,17,0.477787,81,0.010542492,92,2,3.30E-05,0.02173913,0.001520234
Mississippi,Lauderdale,78221,39,0.7921892,33,0.004436149,304,19,0.000242902,0.0625,0.003886424
Mississippi,Lee,84840,24,0.581783,123,0.004537954,70,4,4.71E-05,0.057142857,0.000825083
Mississippi,Leflore,30113,9,0.297949,35,0.020921197,137,15,0.000498124,0.109489051,0.00454953
Mississippi,Lincoln,34542,5,0.189224,9,0.04504661,136,9,0.000260552,0.066176471,0.003937236
Mississippi,Lowndes,59558,18,0.381914,157,0.011232748,45,2,3.36E-05,0.044444444,0.000755566
Mississippi,Madison,102212,7,0.175833,0,0.026229797,208,6,5.87E-05,0.028846154,0.002034986
Mississippi,Marion,25466,6,0.374616,0,0.038011466,58,5,0.00019634,0.086206897,0.002277547
Mississippi,Monroe,35967,9,0.263706,0,0.028748575,144,9,0.000250229,0.0625,0.00400367
Mississippi,Oktibbeha,49392,6,0.232055,8,0.024599125,46,3,6.07E-05,0.065217391,0.000931325
Mississippi,Pearl River,55049,6,0.39924,11,0.040672855,153,14,0.000254319,0.091503268,0.002779342
Mississippi,Pike,39763,16,0.259366,0,0.007771043,136,5,0.000125745,0.036764706,0.003420265
Mississippi,Rankin,149645,18,0.434467,20,0.010825621,171,5,3.34E-05,0.029239766,0.001142704
Mississippi,Union,28202,8,0.26215,61,0.027693071,15,1,3.55E-05,0.066666667,0.000531877
Mississippi,Warren,47510,22,0.324353,60,0.010124184,50,2,4.21E-05,0.04,0.00105241
Mississippi,Washington,48002,22,0.41376,50,0.009312112,77,3,6.25E-05,0.038961039,0.0016041
Mississippi,Wayne,20458,6,0.543304,31,0.036220549,19,0,0,0,0.000928732
Missouri,Adair,25437,10,0.458931,42,0.019302591,12,0,0,0,0.000471754
Missouri,Boone,174589,114,1.1696852,57,0.001477756,98,1,5.73E-06,0.010204082,0.000561318
Missouri,Buchanan,89425,21,0.538597,0,0.009918926,63,1,1.12E-05,0.015873016,0.000704501
Missouri,Butler,42826,14,0.559714,192,0.017325924,26,0,0,0,0.000607108
Missouri,Camden,44855,18,0.402575,16,0.019284361,35,1,2.23E-05,0.028571429,0.000780292
Missouri,Cape Girardeau,78013,31,0.464911,25,0.006742466,48,1,1.28E-05,0.020833333,0.000615282
Missouri,Cass,101888,9,0.724879,10,0.024311008,58,6,5.89E-05,0.103448276,0.000569253
Missouri,Clay,236068,34,1.014978,115,0.001097142,68,1,4.24E-06,0.014705882,0.000288053
Missouri,Clinton,20495,5,0.578485,24,0.046303977,11,0,0,0,0.000536716
Missouri,Cole,76749,25,0.891889,14,0.008469166,50,1,1.30E-05,0.02,0.000651474
Missouri,Franklin,102413,13,0.377434,0,0.017136496,106,6,5.86E-05,0.056603774,0.001035025
Missouri,Greene,286759,129,1.416819,415,0.001304231,83,8,2.79E-05,0.096385542,0.000289442
Missouri,Henry,21834,8,0.420417,14,0.034121096,8,1,4.58E-05,0.125,0.000366401
Missouri,Howell,40139,12,0.4973,11,0.020478836,5,0,0,0,0.000124567
Missouri,Jackson,688554,279,6.713417,664,0.000724707,309,12,1.74E-05,0.038834951,0.000448767
Missouri,Jefferson,222639,28,0.402602,62,0.002973423,249,3,1.35E-05,0.012048193,0.001118402
Missouri,Lafayette,32655,2,0.292932,7,0.125156944,35,1,3.06E-05,0.028571429,0.001071811
Missouri,Lincoln,54800,4,0.35189,0,0.04540146,45,1,1.82E-05,0.022222222,0.000821168
Missouri,Marion,28703,8,0.479898,13,0.028916838,5,0,0,0,0.000174198
Missouri,Pemiscot,17344,7,0.349399,118,0.030385148,19,1,5.77E-05,0.052631579,0.00109548
Missouri,Pettis,42309,9,0.373963,37,0.024415609,27,0,0,0,0.000638162
Missouri,Phelps,44873,18,0.283243,70,0.01158826,2,0,0,0,4.46E-05
Missouri,Polk,31347,8,0.446839,34,0.029317,1,0,0,0,3.19E-05
Missouri,Randolph,24987,8,0.261622,66,0.027934526,8,0,0,0,0.000320166
Missouri,Saline,23010,7,0.270711,18,0.033420252,168,0,0,0,0.007301173
